listing_id,host_id,location_id,room_type_id,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
2539,2787,1,1,149,1,9,0.21,365
2595,2845,2,2,225,1,45,0.38,355
3647,4632,3,1,150,3,0,0,365
3831,4869,4,2,89,1,270,4.64,194
5022,7192,5,2,80,10,9,0.1,0
5099,7322,6,2,200,3,74,0.59,129
5121,7356,7,1,60,45,49,0.4,0
5178,8967,8,1,79,2,430,3.47,220
5203,7490,9,1,79,2,118,0.99,0
5238,7549,10,2,150,1,160,1.33,188
5295,7702,11,2,135,5,53,0.43,6
5441,7989,12,1,85,2,188,1.5,39
5803,9744,13,1,89,4,167,1.34,314
6021,11528,14,1,85,2,113,0.91,333
6090,11975,15,2,120,90,27,0.22,0
6848,15991,16,2,140,2,148,1.2,46
7097,17571,17,2,215,2,198,1.72,321
7322,18946,18,1,140,1,260,2.12,12
7726,20950,19,2,99,3,53,4.44,21
7750,17985,20,2,190,7,0,0,249
7801,21207,21,2,299,3,9,0.07,0
8024,22486,22,1,130,2,130,1.09,347
8025,22486,23,1,80,1,39,0.37,364
8110,22486,24,1,110,2,71,0.61,304
8490,25183,25,2,120,2,88,0.73,233
8505,25326,26,1,60,1,19,1.37,85
8700,26394,27,1,80,4,0,0,0
9357,30193,28,2,150,10,58,0.49,75
9518,31374,29,1,44,3,108,1.11,311
9657,21904,30,2,180,14,29,0.24,67
9668,32294,31,1,50,3,242,2.04,355
9704,32045,32,1,52,2,88,1.42,255
9782,32169,33,1,55,4,197,1.65,284
9783,32294,34,1,50,3,273,2.37,359
10452,35935,35,1,70,1,74,0.66,269
10962,9744,36,1,89,4,168,1.41,340
11452,7355,37,1,35,60,0,0,365
11708,44145,38,2,85,2,231,1.96,22
11943,45445,39,1,150,1,0,0,365
12048,7549,40,3,40,1,214,1.81,188
12192,46978,41,1,68,2,245,2.08,96
12299,47610,42,2,120,3,15,0.39,345
12303,47618,43,1,120,7,25,0.23,311
12318,16800,44,1,135,4,81,0.69,273
12343,47727,45,2,150,7,97,0.84,309
12627,49670,46,2,150,29,11,0.49,95
12937,50124,47,1,130,3,248,2.25,215
12940,50148,48,2,110,7,61,0.52,265
13050,50846,49,2,115,3,11,0.1,0
13394,52335,50,1,80,3,135,1.16,192
13808,54275,51,1,80,1,112,1.01,251
14287,56094,52,2,151,2,73,0.63,302
14290,56104,53,2,228,3,82,0.7,140
14314,56246,54,2,144,2,328,2.82,234
14322,56284,55,2,200,7,19,0.22,257
14377,56512,56,2,150,30,105,0.9,30
14991,59023,57,1,110,5,19,0.17,301
15220,59734,58,1,69,2,289,2.49,294
15338,32169,59,1,49,4,138,1.19,320
15341,60049,60,2,180,30,21,0.3,154
15385,60252,61,1,80,2,42,0.38,263
15396,60278,62,2,375,180,5,0.12,180
15711,61491,63,2,250,2,66,0.57,231
16326,63588,64,2,200,30,143,1.33,297
16338,63613,65,1,55,7,27,0.23,292
16421,63924,66,1,52,30,191,1.65,191
16458,64056,67,2,225,3,4,0.16,0
16580,64442,68,1,80,1,338,4.72,72
16595,64522,69,2,275,1,148,1.4,362
16821,4396,70,1,99,1,106,1.26,336
16974,65837,71,2,225,4,190,1.64,215
17037,66035,72,2,230,9,49,0.43,116
17092,66243,73,1,51,7,23,0.43,88
17693,68428,74,1,65,2,49,1.6,336
17747,68599,75,1,105,2,105,0.92,304
18127,69829,76,2,190,5,21,0.2,224
18152,69942,77,1,200,1,142,1.5,322
18198,70091,78,1,70,30,25,0.22,324
18590,71512,79,1,95,3,143,1.28,132
18728,71876,80,1,150,3,167,1.65,295
18764,72014,81,1,145,3,61,0.54,238
19159,73051,82,2,110,31,54,0.49,209
19169,73128,83,2,285,5,70,0.62,328
19282,73469,84,2,130,6,16,0.15,38
19319,44263,85,1,94,30,94,0.84,188
19601,74303,86,2,800,1,25,0.24,7
19812,74857,87,2,105,3,61,0.53,272
20299,62407,88,1,60,3,194,1.73,26
20300,76627,89,1,50,1,2,0.05,0
20611,72014,90,1,85,3,174,1.54,288
20724,961342,91,1,65,4,24,0.28,317
20734,78460,92,2,131,4,166,3.4,207
20755,51038,93,1,98,7,16,0.2,185
20853,79070,94,2,250,7,21,0.3,158
20913,79402,95,2,100,5,168,1.57,0
21293,44145,96,2,105,3,118,1.05,9
21456,42032,97,2,140,3,81,0.71,198
21644,82685,98,1,89,1,1,0.11,365
21794,83257,99,1,98,30,30,0.27,364
22911,87773,100,2,125,7,139,1.23,311
22918,32294,101,1,60,3,11,0.87,219
23135,11481,102,2,175,2,233,2.09,342
23501,63318,103,1,65,2,68,0.6,312
23686,93790,104,2,500,4,46,0.55,243
24143,97219,105,1,101,3,335,3.02,152
24285,97797,106,2,220,30,88,0.79,9
25235,87773,107,2,125,90,162,1.46,137
25406,105538,108,2,80,30,29,0.4,222
25696,107628,109,1,100,2,170,1.61,346
26012,109589,110,2,200,30,19,0.2,208
26362,59734,111,1,59,2,334,3,279
26520,51038,112,1,125,2,19,0.2,250
26559,112793,113,2,140,7,12,0.13,164
26785,42273,114,2,120,30,467,4.22,192
26933,72062,115,2,350,2,7,0.06,298
26954,115157,116,2,199,5,38,0.38,260
26969,115307,117,2,325,3,324,3.01,107
27006,115560,118,2,235,6,27,0.27,199
27385,72062,119,2,225,1,115,1.05,299
27531,118971,120,1,99,2,354,3.2,20
27644,119510,121,2,170,2,195,2.03,318
27659,119588,122,2,400,2,16,0.24,216
27759,119900,123,2,170,7,13,0.12,224
27883,120223,124,2,100,4,25,0.23,0
28321,65091,125,1,75,2,9,0.08,324
28396,6197784,126,1,90,1,9,0.08,245
28907,124352,127,2,150,5,21,0.19,189
29012,124797,128,1,85,15,36,0.33,307
29013,35935,129,1,70,3,63,0.58,310
29455,126607,130,2,120,3,155,1.42,213
29628,127608,131,1,89,3,260,2.35,278
29683,125857,132,2,185,5,73,0.66,209
30031,129352,133,1,50,3,193,1.86,0
30927,120335,134,2,105,3,32,0.29,16
31130,117287,135,1,130,2,50,0.45,234
31555,135619,136,2,115,29,26,0.25,12
31902,137292,137,1,77,2,2,0.02,178
31994,137814,138,1,76,2,426,3.89,275
32023,137974,139,2,125,3,227,2.09,163
32037,116599,140,1,135,4,84,0.77,365
32100,138579,141,2,250,29,3,0.03,34
32289,139612,142,2,199,3,10,0.1,280
32331,139874,143,2,140,2,4,0.04,0
32363,140025,144,1,140,2,1,0.01,1
32965,137974,145,2,115,3,124,1.72,170
32969,142833,146,2,160,3,11,0.11,188
33009,143027,147,2,195,4,240,2.19,214
33014,143048,148,2,195,3,30,0.28,248
33223,72014,149,1,80,3,200,1.86,262
34760,149929,150,1,44,8,27,1.05,280
35526,120291,151,1,156,4,79,0.74,307
36121,62165,152,1,85,15,9,0.09,339
36133,142684,153,1,125,3,155,1.61,1
36442,137432,154,2,115,15,4,0.05,269
36647,157798,155,1,69,2,34,0.32,10
36703,158284,156,2,225,45,134,1.24,312
36934,159370,157,2,125,6,27,0.25,189
38638,92788,158,2,219,4,126,1.16,290
38663,165789,159,2,475,3,23,0.27,230
39267,168417,160,2,99,1,234,2.6,164
39282,168525,161,1,69,4,202,1.86,53
39593,110506,162,1,79,30,28,0.26,126
39704,170510,163,2,135,2,309,2.86,3
40039,171851,164,1,250,3,14,0.13,189
40453,174025,165,2,250,3,4,0.08,365
41348,180083,166,2,250,2,80,2.17,0
41513,181167,167,2,80,3,2,0.04,0
42580,137814,168,1,70,2,294,3.47,336
42729,11481,169,2,165,2,150,1.4,342
42882,185978,170,1,70,2,166,1.66,312
43957,177536,171,1,50,2,47,0.94,37
44096,190409,172,1,40,1,219,2.04,353
44161,193360,173,2,150,2,193,1.78,177
44212,72062,174,1,125,1,84,0.78,310
44221,193722,175,2,196,3,114,1.06,0
44229,181376,176,1,110,2,213,2,321
44288,193637,177,2,170,3,86,0.8,246
44506,126607,178,2,165,3,80,0.75,231
45393,201297,179,2,150,26,38,0.36,225
45542,202249,180,2,100,2,18,1.79,0
45556,67778,181,1,65,2,206,1.92,0
45910,204539,182,2,350,8,10,0.11,365
45936,867225,183,1,99,4,122,1.18,233
45940,204724,184,2,200,4,33,0.58,1
46544,8198,185,2,150,5,52,0.5,18
46723,209460,186,1,90,3,126,1.17,343
46911,210746,187,1,120,3,51,0.48,250
47199,212722,188,1,75,3,199,1.85,326
47362,214148,189,2,175,26,30,0.29,364
47370,214287,190,2,125,3,3,0.03,0
47926,218404,191,2,275,1,41,0.38,299
48719,221873,192,2,299,2,109,1.04,207
50447,9744,193,2,135,5,151,1.43,162
51438,236421,194,1,130,14,0,0,0
51485,236655,195,1,83,1,285,2.69,7
51572,237329,196,1,123,1,375,3.52,328
51850,27848,197,1,55,2,52,0.49,365
53137,240360,198,2,195,5,10,1.01,0
53196,247432,199,1,80,2,11,0.48,0
53469,204539,200,2,98,30,33,0.31,240
53470,204539,201,1,140,7,6,0.06,365
53477,204539,202,2,265,7,38,0.38,365
54158,10889,203,2,249,2,358,3.44,164
54453,255583,204,3,105,6,10,0.09,363
54466,253385,205,1,200,30,0,0,365
54508,210746,206,1,100,2,226,2.12,250
54544,256161,207,2,121,1,104,1,247
54626,190409,208,1,45,1,138,1.45,323
54860,258164,209,1,100,5,204,1.92,192
55467,260709,210,2,140,2,253,3.04,125
55498,262138,211,1,71,2,23,0.22,91
55668,88209,212,1,130,2,115,1.17,75
55737,263414,213,2,199,5,129,1.22,286
55959,168525,214,1,69,4,82,1.13,60
55982,264928,215,1,68,3,37,0.35,0
56467,267593,216,2,130,1,204,2.04,192
56525,268014,217,2,195,2,69,0.65,58
56859,256161,218,1,64,1,192,1.84,245
57166,272006,219,2,140,2,17,0.16,292
57297,199392,220,2,159,2,222,2.12,279
57468,239208,221,2,189,3,205,1.96,0
57618,274557,222,2,250,3,94,0.96,3
57740,275459,223,2,239,3,7,0.07,351
57754,275578,224,2,305,2,108,1.09,201
57874,276291,225,2,155,3,222,2.1,232
58059,277379,226,1,60,1,458,4.58,258
58062,277394,227,1,135,2,21,0.26,272
58467,279797,228,1,120,7,17,0.3,341
59014,282927,229,2,150,3,41,0.39,244
59121,204539,230,2,140,14,1,0.01,365
59642,274782,231,2,135,2,69,0.67,12
59709,186084,232,2,250,4,18,0.18,265
59855,288031,233,2,250,30,82,0.78,0
60164,289653,234,2,500,4,94,0.99,329
60457,99212,235,2,225,5,10,0.1,91
60611,292204,236,2,125,28,183,1.83,365
60666,256161,237,1,92,1,189,1.82,253
60673,249372,238,1,175,2,1,0.11,365
60680,292630,239,2,99,2,127,1.22,320
60794,293394,240,2,195,4,4,0.04,0
60948,126607,241,2,140,3,135,1.3,192
61167,295760,242,2,135,2,21,0.2,0
61224,291112,243,2,500,2,35,0.34,348
61406,297176,244,1,80,14,10,2.21,0
61492,297769,245,1,120,4,171,1.8,353
61509,23619,246,2,110,200,92,0.9,140
62095,281764,247,2,65,3,238,2.3,2
62427,303882,248,2,130,50,56,0.58,56
62430,197755,249,2,99,3,111,2.13,68
62452,303939,250,1,36,2,193,1.85,360
62461,303939,251,1,37,2,147,1.44,0
62787,303939,252,1,37,2,177,1.71,320
62891,306545,253,2,175,3,185,1.78,326
62903,306605,254,2,205,9,62,0.7,76
62925,306739,255,2,285,3,124,1.22,279
63299,308875,256,1,59,2,181,1.77,15
63320,303939,257,1,36,2,333,3.19,340
63360,307962,258,2,99,5,441,4.5,226
63546,308652,259,1,39,1,45,0.46,365
63573,310458,260,1,60,14,9,0.09,0
63588,295128,261,1,90,2,0,0,349
63610,310670,262,2,105,2,38,0.5,365
63657,170510,263,2,135,2,248,2.39,11
63693,306545,264,2,390,5,143,1.38,316
63719,311286,265,1,70,3,36,0.41,281
63913,312288,266,1,75,7,0,0,323
64000,312722,267,1,60,17,14,0.14,362
64015,146944,268,2,200,3,0,0,0
64107,313317,269,1,100,3,279,2.69,301
64277,311286,270,1,70,4,18,0.22,189
64314,314256,271,1,110,6,50,3.55,0
64365,314582,272,1,60,2,227,2.27,287
64707,7310,273,2,90,14,1,0.16,14
64837,46978,274,1,68,2,203,1.96,86
65019,317809,275,2,115,2,210,2.1,261
65268,319092,276,1,75,5,64,0.67,68
65556,320422,277,1,60,3,0,0,0
65562,320450,278,2,129,7,5,0.15,231
65615,320761,279,2,130,10,49,0.48,152
65660,320538,280,2,95,4,132,1.27,46
65813,321756,281,1,75,3,20,0.26,364
65834,321934,282,2,175,2,11,0.11,246
66008,322884,283,2,190,3,51,0.57,288
66026,322716,284,1,49,21,15,0.15,331
66251,324460,285,2,212,3,67,1.31,51
66275,314941,286,1,95,1,109,1.11,364
66451,325389,287,2,140,2,9,0.11,254
66718,136227,288,2,135,6,187,1.87,189
66741,327673,289,2,150,2,214,2.08,263
66974,329436,290,2,190,3,69,0.79,258
67288,101597,291,2,124,28,22,0.26,103
67299,330347,292,2,135,30,56,0.56,42
67397,332189,293,1,122,3,93,0.93,246
68099,323517,294,1,109,1,104,1.05,364
68305,338454,295,1,85,30,64,0.68,318
68403,240427,296,2,145,3,127,1.25,72
68735,342054,297,2,195,11,30,0.32,249
68765,282655,298,2,250,2,106,1.34,272
68900,343250,299,1,125,3,6,0.1,325
68974,281229,300,2,575,2,191,1.88,298
69894,352168,301,2,150,30,48,0.55,35
69921,155689,302,1,70,5,47,0.49,203
70095,353965,303,1,90,2,120,1.27,132
70128,354330,304,1,65,3,52,0.63,5
70609,72062,305,2,500,2,48,0.48,297
71010,361855,306,2,250,3,32,0.43,276
71248,363834,307,2,125,25,43,0.42,102
71366,364955,308,2,200,30,39,0.44,251
71384,365153,309,2,229,1,50,0.5,188
71812,369015,310,2,90,30,4,0.35,346
72190,373085,311,2,110,13,38,0.39,0
72265,340692,312,1,59,3,29,0.36,15
74073,211877,313,2,195,4,59,0.6,71
74240,389924,314,2,169,1,68,0.67,215
74333,331328,315,2,113,14,26,0.27,253
74404,391325,316,2,250,14,31,0.31,78
74680,265109,317,2,115,2,198,2.01,257
74860,394752,318,1,55,2,1,0.01,0
75193,308875,319,1,69,2,220,2.17,8
75635,401696,320,2,150,3,286,2.81,191
76761,118971,321,2,169,2,398,3.97,182
77765,417504,322,1,179,3,36,0.36,79
77936,134355,323,1,150,3,36,0.36,49
78919,422561,324,2,135,4,6,0.1,0
79067,425506,325,2,350,6,14,0.3,156
79782,430188,326,1,120,14,76,0.76,343
80493,434987,327,1,71,2,182,1.81,200
80684,417504,328,1,349,3,8,0.09,60
80700,417504,329,1,349,3,7,0.07,60
80924,438133,330,2,165,30,34,0.51,189
81739,417504,331,1,249,3,2,0.02,60
82549,448312,332,1,100,3,66,0.68,0
82550,448312,333,2,200,3,80,0.85,106
82638,449787,334,2,169,4,240,2.4,276
82928,451545,335,2,185,3,46,1.07,248
83243,453519,336,2,65,2,228,2.27,194
83446,454756,337,2,130,35,5,0.05,135
83722,456638,338,2,199,30,8,0.11,30
83847,410094,339,2,225,2,33,0.33,0
84010,417504,340,1,179,3,13,0.14,81
84059,459054,341,2,150,5,5,0.05,0
84659,462776,342,2,139,1,388,3.88,142
84905,464506,343,1,95,3,223,2.22,60
85094,322716,344,2,79,15,11,0.11,179
86215,327900,345,2,150,2,151,1.51,52
89427,116599,346,2,650,5,0,0,365
89621,209460,347,2,90,3,218,2.26,324
93313,25183,348,2,120,2,75,0.76,237
94035,35375,349,1,80,1,42,1.21,365
94209,503800,350,2,100,90,0,0,365
94477,478395,351,2,175,2,370,3.74,204
94783,473113,352,2,120,5,104,1.04,272
95747,509341,353,2,140,7,13,0.13,0
95883,509918,354,2,200,5,4,0.07,9
96471,116599,355,1,165,4,11,0.11,365
98330,31374,356,2,125,4,1,0.01,181
98663,520279,357,2,130,30,19,0.19,189
99070,522065,358,3,65,7,131,1.31,0
99085,522164,359,2,123,30,15,0.15,189
100002,523218,360,1,67,2,136,1.37,296
100184,526653,361,1,50,1,43,0.45,88
100186,526805,362,2,130,7,98,0.99,35
101053,530032,363,1,100,3,31,0.31,0
102995,178043,364,2,212,21,45,0.46,35
103161,465278,365,2,190,3,124,1.76,359
103311,417504,366,1,599,3,9,0.09,60
103806,251176,367,2,249,5,166,1.68,365
105469,547386,368,1,70,27,13,0.13,335
105510,322716,369,2,100,30,15,0.16,282
106363,551055,370,1,60,3,380,3.83,247
106647,552679,371,2,135,2,86,0.87,102
107630,306739,372,2,175,3,248,2.53,274
107895,3088389,373,2,120,5,49,0.56,201
110739,568568,374,2,169,18,54,0.57,98
112100,572527,375,2,165,7,3,0.03,157
112304,573316,376,1,90,1,1,0.02,0
112359,571952,377,2,225,2,56,0.57,312
112435,181376,378,1,95,2,163,1.66,331
113265,314582,379,1,55,2,247,2.51,275
113945,275582,380,1,85,10,116,1.17,174
114123,579495,381,2,199,14,27,0.28,223
114229,314941,382,2,211,1,52,0.6,361
114969,582598,383,2,145,6,39,0.4,0
115535,567187,384,1,65,14,35,0.35,283
115678,127772,385,2,99,1,320,3.23,220
115748,585166,386,2,110,4,30,0.32,363
116940,209460,387,2,80,3,225,2.27,315
117425,593115,388,2,150,30,95,0.96,281
118061,2248897,389,2,110,4,70,0.75,283
118430,585458,390,1,290,2,35,0.36,20
118680,599354,391,1,87,2,0,0,0
120362,138069,392,2,190,4,50,0.51,331
121687,262812,393,2,200,2,29,0.31,36
121861,611716,394,2,165,2,23,0.23,7
123784,617990,395,2,110,2,142,1.44,301
125053,622460,396,2,395,2,70,0.73,170
125163,622855,397,1,99,2,38,0.54,307
125594,308652,398,1,39,1,82,0.94,365
126443,627217,399,2,189,2,403,4.1,201
126816,620288,400,1,85,1,3,0.03,0
127387,23276,401,2,260,30,3,0.03,316
128975,256161,402,2,122,1,116,1.18,271
131154,275563,403,2,165,2,175,1.79,139
132516,85330,404,2,97,3,28,1.21,209
132570,651390,405,2,170,4,24,0.25,0
132695,507186,406,2,125,2,15,0.15,0
133025,653405,407,1,130,4,105,1.07,193
134934,652842,408,2,225,10,22,0.38,52
135393,663764,409,1,50,2,263,2.69,136
135465,663879,410,2,170,3,86,0.91,286
135706,665013,411,2,132,4,10,0.1,0
136493,663384,412,2,250,7,18,0.21,18
138216,674970,413,2,141,5,8,0.21,9
139624,680818,414,2,64,20,70,0.73,3
140133,622866,415,2,249,3,150,1.55,277
140425,683975,416,1,79,2,115,1.18,0
140973,686147,417,2,185,2,69,0.71,233
141154,686768,418,2,120,3,232,2.41,221
141335,687361,419,2,495,1,35,0.41,355
141890,689661,420,2,375,3,18,0.21,0
141984,630453,421,2,175,3,68,0.69,277
142069,277747,422,2,150,4,22,0.23,0
144087,616825,423,2,259,8,17,0.17,343
144148,299755,424,1,96,1,34,0.58,0
145064,404424,425,2,145,7,8,0.08,0
145188,703156,426,2,200,4,0,0,0
145994,706418,427,2,95,5,2,0.08,0
146754,709434,428,2,250,4,52,0.72,188
147586,709334,429,2,295,2,74,0.76,264
148201,715807,430,2,175,3,18,0.19,0
148259,716064,431,2,451,2,72,0.86,331
148825,718349,432,2,165,2,191,2.18,236
149287,720320,433,2,250,4,0,0,0
149777,716306,434,2,77,1,197,2.49,309
150804,726333,435,2,250,4,19,0.2,0
151199,722320,436,2,129,1,414,4.34,245
151478,216191,437,1,98,2,8,0.09,0
152071,731855,438,2,150,2,0,0,8
152078,731904,439,1,95,7,25,0.3,359
152259,256161,440,1,55,3,119,1.22,333
152263,732535,441,2,300,2,203,2.14,258
152520,733894,442,1,42,40,53,0.55,236
153405,737585,443,2,125,2,104,1.09,22
153780,739499,444,1,175,3,175,1.8,236
154934,745069,445,1,75,3,38,0.42,365
155296,656841,446,2,255,45,39,0.5,89
157673,757166,447,2,72,31,88,0.91,164
158061,758441,448,1,165,1,27,0.28,311
158176,573065,449,2,165,5,117,1.28,23
158290,759583,450,1,75,3,43,0.44,365
158913,762563,451,2,130,5,4,0.05,0
158955,465589,452,2,139,2,385,4,222
159749,54275,453,1,88,1,64,0.68,238
159815,54275,454,1,80,1,39,0.41,218
159913,759883,455,1,150,2,37,1.79,0
160609,769247,456,2,200,3,10,0.12,0
160994,770831,457,2,200,2,103,1.08,235
161366,733894,458,1,42,40,41,0.43,246
161394,772300,459,1,90,6,3,0.03,0
161996,1856604,460,2,295,3,227,2.33,247
162493,776490,461,2,450,5,37,0.79,15
162508,776645,462,2,130,2,29,0.35,119
163627,242506,463,1,89,3,205,2.31,0
163809,781647,464,2,198,5,42,0.44,234
163814,627217,465,2,99,2,280,2.92,257
163836,32169,466,1,46,4,86,0.89,350
164989,69439,467,1,140,2,54,0.56,221
165080,787273,468,2,500,7,7,0.07,0
165461,867225,469,1,75,5,57,0.59,201
165824,733894,470,1,33,44,31,0.32,161
166006,791287,471,2,250,31,188,1.94,259
166172,792159,472,1,60,3,480,6.7,0
166541,793620,473,1,75,2,34,0.35,222
166983,795640,474,2,350,5,6,0.06,0
167013,306605,475,2,205,9,3,0.04,76
167017,795889,476,2,219,5,2,0.03,0
167222,22486,477,1,60,1,20,0.21,258
167482,789257,478,2,185,2,129,1.33,14
168084,800982,479,2,190,3,147,1.6,27
168123,720558,480,2,105,28,101,1.06,167
168546,803086,481,2,250,2,11,0.12,68
168810,747698,482,2,175,65,11,0.12,358
169002,805344,483,1,65,2,41,0.43,59
169152,806112,484,2,75,2,87,1.09,0
169306,806214,485,1,37,4,117,1.21,232
169464,806774,486,2,85,2,86,0.89,15
169483,807642,487,2,106,7,0,0,0
170420,812814,488,2,79,2,15,0.16,0
170761,67778,489,1,85,2,35,0.55,161
171776,803086,490,1,170,2,17,0.18,88
172700,302772,491,1,115,3,3,0.04,337
172870,781647,492,1,89,5,43,0.47,247
173072,826192,493,3,49,3,168,4.6,248
173151,826459,494,1,91,3,241,2.49,287
173742,829652,495,2,400,2,105,1.13,304
174527,833926,496,2,150,2,11,0.46,0
174966,836168,497,2,2000,30,30,0.33,0
176135,842125,498,2,97,3,31,0.32,193
176653,844862,499,1,100,4,49,0.51,43
176962,846309,500,2,179,4,23,0.24,25
177421,848748,501,2,500,2,20,0.21,127
177495,848960,502,2,429,10,18,0.9,0
177606,849492,503,2,189,6,90,0.95,303
179670,21475,504,1,120,2,99,1.04,345
179741,314941,505,2,300,1,6,0.06,115
180507,864735,506,2,107,30,21,0.22,200
180792,864735,507,2,95,30,24,0.26,271
181972,872121,508,2,199,2,111,1.17,12
182069,39260,509,2,120,2,86,0.91,268
182095,872805,510,2,199,15,66,0.69,89
182177,873273,511,2,125,2,271,2.84,347
182649,876054,512,1,70,2,227,2.4,37
185266,889106,513,1,75,4,80,1.55,0
187488,871727,514,1,100,30,5,0.07,359
187566,279078,515,2,99,2,187,1.97,287
187986,904833,516,2,250,1,2,0.02,0
188146,906200,517,2,350,6,1,0.02,233
188661,909146,518,2,170,3,67,0.7,129
188674,909234,519,2,165,1,63,0.68,0
189135,179020,520,1,99,1,89,1,353
189181,912541,521,1,255,4,1,0.02,365
189732,489400,522,2,169,3,177,1.86,297
189787,915640,523,2,99,4,90,0.94,56
190267,918866,524,2,169,7,39,0.41,44
190542,920542,525,2,160,3,42,0.44,355
190968,922922,526,2,215,3,33,0.35,156
190974,874471,527,2,130,3,179,2.02,273
191075,923915,528,1,110,3,81,0.85,274
193105,936114,529,1,150,28,43,0.45,258
193333,302936,530,1,65,30,52,0.54,276
193393,938056,531,1,75,2,160,1.68,65
193853,48599,532,2,149,6,23,0.27,0
194154,936830,533,1,89,6,35,0.37,180
195123,940724,534,1,50,1,225,2.35,343
195233,949221,535,1,43,1,401,6.62,43
195240,949221,536,1,42,1,72,0.84,96
195578,304493,537,1,85,1,46,0.97,59
195971,953279,538,2,139,3,83,1.19,255
195989,611716,539,1,105,1,211,2.21,252
196010,953565,540,2,265,5,15,0.16,0
197155,960836,541,2,149,1,122,1.29,20
197753,964482,542,1,68,2,295,3.9,188
197942,289135,543,2,99,3,207,2.18,304
199195,971075,544,1,75,3,50,0.65,38
199312,973438,545,1,100,2,273,2.85,254
200645,933378,546,3,90,1,0,0,0
200955,568325,547,2,160,30,25,0.26,46
201992,988350,548,2,190,4,105,1.62,328
202273,918087,549,1,67,4,72,0.76,0
203901,1000477,550,2,190,1,8,0.08,0
204065,51038,551,2,248,2,58,0.61,199
204833,903686,552,1,100,6,8,0.09,249
204959,464506,553,1,95,3,172,1.84,64
205043,1007558,554,1,150,1,330,7.14,111
205485,1010242,555,2,145,3,123,1.29,287
205735,1011426,556,1,41,2,55,0.59,286
205867,1012691,557,2,120,4,87,0.99,263
206071,12221,558,1,50,3,258,2.7,276
206316,1014639,559,2,157,2,4,0.18,0
206772,1017473,560,2,195,14,31,0.33,263
206957,1018472,561,2,70,4,128,1.34,90
208148,1024355,562,2,185,3,14,0.15,0
208889,1029021,563,2,145,3,30,0.32,11
209310,1031148,564,1,50,28,258,2.9,287
211078,306739,565,2,185,3,228,2.39,1
211974,272730,566,2,250,1,60,0.65,0
212109,666271,567,1,80,90,9,0.2,338
212178,1094178,568,2,230,2,179,1.88,44
212544,1096084,569,2,100,7,9,0.1,0
213272,293130,570,1,40,1,1,0.37,5
213330,800223,571,1,200,30,25,0.49,0
214917,1109658,572,1,80,2,2,0.05,158
215560,1112560,573,1,79,3,152,1.6,192
215784,864735,574,2,95,30,24,0.25,358
215907,1114587,575,2,300,2,45,0.47,31
217580,1121193,576,2,100,30,7,0.08,241
218358,1129218,577,1,80,7,19,0.35,285
219066,447754,578,2,110,1,24,0.26,183
219482,759583,579,2,172,4,8,0.09,189
219793,1138692,580,2,199,1,29,0.31,162
219818,1138692,581,2,199,1,14,0.15,158
219922,1139574,582,1,100,1,33,0.38,84
220351,921500,583,1,55,4,99,1.04,260
220563,918087,584,1,75,3,59,0.62,0
220946,1144415,585,2,146,3,142,1.5,166
221043,846050,586,1,250,2,0,0,0
221097,1146744,587,2,116,29,22,0.23,335
221618,4887492,588,1,150,3,82,0.87,90
222054,22486,589,1,120,2,23,0.24,342
222304,1153993,590,2,199,4,32,0.34,28
223930,1164642,591,2,150,5,24,0.25,363
224004,1165231,592,1,69,1,59,0.63,86
224006,1165231,593,1,300,55,6,0.08,83
224510,991380,594,2,230,4,18,0.21,0
225297,1173599,595,2,125,4,3,0.03,0
225306,1112560,596,1,79,3,115,1.21,264
225887,663879,597,1,130,3,154,1.63,305
225926,1177497,598,1,239,1,164,1.73,356
225976,1177947,599,2,75,6,76,0.8,278
226021,815977,600,2,220,3,116,1.23,135
227715,209460,601,2,80,3,234,2.47,308
227735,1187935,602,2,288,2,120,1.27,229
228317,1191142,603,2,135,4,82,0.87,273
228496,1192424,604,2,225,3,13,0.15,83
228517,1192610,605,1,110,30,59,0.64,281
228925,1194377,606,2,100,7,63,1.87,321
228979,1190088,607,1,130,2,52,0.55,303
229367,1097545,608,1,89,1,278,2.95,192
229874,507304,609,2,200,5,1,0.01,0
230321,1203500,610,2,80,2,35,0.4,36
230854,12221,611,1,50,5,235,2.49,271
230877,292204,612,2,135,28,115,1.21,341
230956,1207399,613,1,90,1,109,1.15,333
231414,1184442,614,1,270,5,1,0.01,210
232612,1217241,615,2,110,3,305,3.24,231
232618,763420,616,2,145,1,102,1.52,308
233189,1220414,617,2,179,30,83,0.88,292
233638,1012895,618,1,55,1,19,0.25,311
233662,1223568,619,1,110,2,61,0.65,264
234184,902054,620,2,325,5,89,0.94,153
234870,1229984,621,1,75,30,65,0.74,219
235552,1234405,622,2,300,1,40,0.44,0
235651,83257,623,1,130,30,80,0.86,332
235951,1236070,624,2,190,30,136,1.45,120
235960,1236817,625,2,200,3,100,1.06,191
236671,1240820,626,2,180,2,125,1.36,248
236788,4166168,627,2,350,5,40,0.5,67
236806,1151987,628,2,160,4,0,0,0
237127,1146958,629,2,195,30,139,1.59,325
237210,1243192,630,2,241,30,0,0,249
239055,65064,631,2,300,7,2,0.03,0
239733,1256874,632,2,75,28,49,0.53,313
239766,1257309,633,2,100,5,8,0.11,0
